0, -308.0
1, -94.66666666666666
2, -122.33333333333334
3, -6.0
4, 91.0
5, 293.0
6, 286.0
7, 249.66666666666669
8, 378.6666666666667
9, 496.0
10, 346.6666666666667
11, 417.0
12, 708.6666666666666
13, 852.3333333333334
14, 927.3333333333334
15, 1079.3333333333333
16, 1285.0
17, 1409.6666666666667
18, 1452.0
19, 1769.6666666666667
20, 1792.0
21, 2055.6666666666665
22, 2040.3333333333333
23, 2264.6666666666665
24, 2150.0
25, 2365.0
26, 2458.0
27, 2978.6666666666665
28, 3352.3333333333335
29, 3866.3333333333335
30, 4062.3333333333335
31, 4057.3333333333335
32, 4331.666666666667
33, 4418.666666666667
34, 5006.666666666667
35, 5028.333333333333
36, 5321.0
37, 5516.0
38, 6086.666666666667
39, 6382.666666666667
40, 6521.0
41, 6609.0
42, 7203.333333333333
43, 7524.666666666667
44, 7841.0
45, 7981.0
46, 8347.333333333334
47, 9022.0
48, 9429.0
49, 9941.0
50, 10121.0
51, 10475.333333333334
52, 11078.666666666666
53, 11419.666666666666
54, 11852.0
55, 12083.666666666666
56, 12722.0
57, 13226.333333333334
58, 13913.0
59, 14224.333333333334
60, 14909.666666666666
61, 15178.666666666666
62, 15945.333333333334
63, 16241.666666666666
64, 16782.333333333332
65, 17234.666666666668
66, 17924.0
67, 18370.0
68, 18864.333333333332
69, 19468.333333333332
70, 20208.0
71, 20610.0
72, 20935.666666666668
73, 21618.333333333332
74, 22253.333333333332
75, 22851.333333333332
76, 23148.666666666668
77, 23903.333333333332
78, 24531.0
79, 25387.333333333332
80, 25841.666666666668
81, 26462.333333333332
82, 27001.333333333332
83, 27899.0
84, 28534.333333333332
85, 29350.333333333332
86, 30063.333333333332
87, 30988.666666666668
88, 31689.0
89, 32400.333333333332
90, 32967.666666666664
91, 33697.666666666664
92, 34383.666666666664
93, 35091.666666666664
94, 35910.0
95, 36460.333333333336
96, 37280.333333333336
97, 37815.333333333336
98, 38805.0
99, 39249.5
