0,5
1,10
2,19
3,32
4,49
5,70
6,95
7,124
8,157
9,194
10,235
11,280
12,329
13,382
14,439
15,500
16,565
17,634
18,707
19,784
20,865
21,950
22,1039
23,1132
24,1229
25,1330
26,1435
27,1544
28,1657
29,1774
30,1895
31,2020
32,2149
33,2282
34,2419
35,2560
36,2705
37,2854
38,3007
39,3164
40,3325
41,3490
42,3659
43,3832
44,4009
45,4190
46,4375
47,4564
48,4757
49,4954
50,5155
51,5360
52,5569
53,5782
54,5999
55,6220
56,6445
57,6674
58,6907
59,7144
60,7385
61,7630
62,7879
63,8132
64,8389
65,8650
66,8915
67,9184
68,9457
69,9734
70,10015
71,10300
72,10589
73,10882
74,11179
75,11480
76,11785
77,12094
78,12407
79,12724
80,13045
81,13370
82,13699
83,14032
84,14369
85,14710
86,15055
87,15404
88,15757
89,16114
90,16475
91,16840
92,17209
93,17582
94,17959
95,18340
96,18725
97,19114
98,19507
99,19904
