0,50
1,55
2,80
3,125
4,190
5,275
6,380
7,505
8,650
9,815
10,1000
11,1205
12,1430
13,1675
14,1940
15,2225
16,2530
17,2855
18,3200
19,3565
20,3950
21,4355
22,4780
23,5225
24,5690
25,6175
26,6680
27,7205
28,7750
29,8315
30,8900
31,9505
32,10130
33,10775
34,11440
35,12125
36,12830
37,13555
38,14300
39,15065
40,15850
41,16655
42,17480
43,18325
44,19190
45,20075
46,20980
47,21905
48,22850
49,23815
50,24800
51,25805
52,26830
53,27875
54,28940
55,30025
56,31130
57,32255
58,33400
59,34565
60,35750
61,36955
62,38180
63,39425
64,40690
65,41975
66,43280
67,44605
68,45950
69,47315
70,48700
71,50105
72,51530
73,52975
74,54440
75,55925
76,57430
77,58955
78,60500
79,62065
80,63650
81,65255
82,66880
83,68525
84,70190
85,71875
86,73580
87,75305
88,77050
89,78815
90,80600
91,82405
92,84230
93,86075
94,87940
95,89825
96,91730
97,93655
98,95600
99,97565
