0,12462
1,-42161
2,23791
3,-48502
4,23966
5,28871
6,-44275
7,-27185
8,-12798
9,22104
10,-27607
11,-22800
12,45367
13,-44351
14,38115
15,18271
16,38375
17,19627
18,42458
19,14811
20,42299
21,16097
22,32827
23,47500
24,-13105
25,-43801
26,21785
27,33380
28,-10959
29,-19940
30,21150
31,38424
32,-243
33,-15101
34,52950
35,47249
36,-17220
37,51148
38,51653
39,-31542
40,-22905
41,42017
42,-1771
43,36375
44,-16801
45,45439
46,40940
47,71035
48,48950
49,-2942
50,51363
51,62296
52,73334
53,-89
54,68730
55,71048
56,17553
57,69921
58,50503
59,4138
60,21468
61,55273
62,62669
63,21265
64,2045
65,69607
66,71802
67,88462
68,21977
69,64595
70,59226
71,9073
72,99643
73,98527
74,101944
75,11898
76,79447
77,79509
78,80777
79,77238
80,111579
81,95723
82,34248
83,36735
84,37789
85,93591
86,23884
87,114728
88,57827
89,38595
90,100767
91,42791
92,129220
93,65400
94,118641
95,117198
96,126884
97,73188
98,48358
99,58635
