0, -21743.0
1, 24557.0
2, 29100.0
3, 18810.0
4, 44774.0
5, -25038.0
6, -49393.0
7, -9633.0
8, -24042.0
9, 49059.0
10, -20223.0
11, 14339.0
12, 47918.0
13, -39506.0
14, -9829.0
15, 40270.0
16, 44538.0
17, -32446.0
18, -41024.0
19, -31122.0
20, -15197.0
21, -12723.0
22, -23137.0
23, -27550.0
24, 25681.0
25, -37518.0
26, 30566.0
27, -32571.0
28, -3111.0
29, -6255.0
30, -35650.0
31, 33680.0
32, -39310.0
33, 32789.0
34, -30407.0
35, 27389.0
36, 47270.0
37, 61226.0
38, 62878.0
39, 42784.0
40, 52870.0
41, 52438.0
42, -1810.0
43, 54811.0
44, 59572.0
45, 53619.0
46, -18681.0
47, -15688.0
48, 63436.0
49, 68913.0
50, -10611.0
51, 11114.0
52, 71521.0
53, 41924.0
54, 12272.0
55, 4646.0
56, 19249.0
57, 76809.0
58, -93.0
59, 218.0
60, 54295.0
61, 17243.0
62, 64263.0
63, 14240.0
64, 65773.0
65, 74588.0
66, 9186.0
67, 75841.0
68, 16768.0
69, 87967.0
70, 58797.0
71, 92386.0
72, 78025.0
73, 21335.0
74, 97690.0
75, 82746.0
76, 33749.0
77, 25032.0
78, 17291.0
79, 75185.0
80, 109513.0
81, 16875.0
82, 113388.0
83, 105979.0
84, 114228.0
85, 120585.0
86, 62390.0
87, 88730.0
88, 107797.0
89, 126141.0
90, 44693.0
91, 96796.0
92, 56309.0
93, 42477.0
94, 100481.0
95, 50060.0
96, 126289.0
97, 137220.0
98, 50913.0
99, 110043.0
