0,-8303.09090909091
1,-9511.166666666666
2,-5289.76923076923
3,-8079.857142857143
4,-5000.2
5,-3545.75
6,-1079.823529411765
7,70.55555555555556
8,2301.473684210526
9,2926.95
10,4418.8
11,7331.7
12,7783.5
13,12583.6
14,10730.05
15,7096.45
16,10399.45
17,13427.7
18,13519.65
19,11417.45
20,13855.3
21,16916.5
22,14636
23,16098.5
24,16840.25
25,18289.15
26,15509.4
27,17085.45
28,17545.2
29,15227.55
30,11967.35
31,13263.35
32,11533.45
33,10977.2
34,10792.4
35,15254.4
36,16212.15
37,18094.9
38,21090.35
39,21940.25
40,23450.9
41,24644.5
42,28323.35
43,29073.95
44,29862.95
45,31052.9
46,32791.55
47,33730.2
48,33672.7
49,35456.7
50,37675.35
51,38338.15
52,41560.15
53,40804.65
54,41746.95
55,42955.35
56,44498.45
57,45369.8
58,44021.15
59,47398
60,47791.15
61,45130
62,46445.45
63,51376.25
64,53036.95
65,50079.45
66,53174.15
67,53653.55
68,55167.25
69,58822.25
70,63327.8
71,65350.3
72,63929.25
73,64702.75
74,66489.95
75,67689.14999999999
76,65293.25
77,66606.55
78,68399.05
79,67099.05
80,69176.10000000001
81,70862
82,72340.85000000001
83,70684.5
84,71519.35000000001
85,76784.35000000001
86,79156.2
87,78840.14999999999
88,77219.2
89,76289.05
90,74431.68421052632
91,73248.83333333333
92,75543
93,77968.5
94,80647.13333333333
95,79722.57142857143
96,84017.84615384616
97,81458.66666666667
98,83607
99,88108.2
